J’,Par,N’,J’’,Par’’,N’’,Frequency,State’,V’,Lambda’,Sigma’,Omega’,State’’,V’’,Lambda’’,Sigma’’,Omega’’,Weight
2.5,+,26,3.5,-,1,18955.38964,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
2.5,+,26,2.5,-,1,18955.81882,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
2.5,-,28,1.5,+,1,18977.5644,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
2.5,-,28,3.5,+,1,18926.86275,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
2.5,-,28,2.5,+,1,18977.2542,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
3.5,-,28,2.5,+,1,18896.36419,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
3.5,-,28,4.5,+,1,18845.41497,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
3.5,-,28,3.5,+,1,18845.97493,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
3.5,+,25,4.5,-,1,18810.08223,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
3.5,+,25,2.5,-,1,18875.27991,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
3.5,+,25,3.5,-,1,18874.82542,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
3.5,-,28,2.5,+,1,19004.52541,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
3.5,-,28,4.5,+,1,18953.58217,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
3.5,-,28,3.5,+,1,18954.13897,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
3.5,+,26,2.5,-,1,18983.15495,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
3.5,+,26,4.5,-,1,18917.97527,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
3.5,+,26,3.5,-,1,18982.7244,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
4.5,+,25,3.5,-,1,18906.92369,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
4.5,+,25,5.5,-,1,18841.49988,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
4.5,+,25,4.5,-,1,18842.17827,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
4.5,-,28,5.5,+,1,18799.1144,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
4.5,-,28,3.5,+,1,18878.74464,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
4.5,-,28,4.5,+,1,18878.18749,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
4.5,+,26,3.5,-,1,19017.7087,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
4.5,+,26,4.5,-,1,18952.96278,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
4.5,-,28,3.5,+,1,18989.25245,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
4.5,-,28,5.5,+,1,18909.62247,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
4.5,-,28,4.5,+,1,18988.69621,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
5.5,-,28,4.5,+,1,18917.46572,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
5.5,-,28,6.5,+,1,18837.59391,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
5.5,-,28,5.5,+,1,18838.39251,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
5.5,+,25,6.5,-,1,18788.15541,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
5.5,+,25,4.5,-,1,18882.19924,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
5.5,+,25,5.5,-,1,18881.52428,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
5.5,-,28,4.5,+,1,19031.33798,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
5.5,-,28,6.5,+,1,18951.46274,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
5.5,-,28,5.5,+,1,18952.26387,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
5.5,+,26,4.5,-,1,18995.83059,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
5.5,+,26,6.5,-,1,18901.78543,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
5.5,+,26,5.5,-,1,18995.15108,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
6.5,+,25,5.5,-,1,18927.99982,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
6.5,+,25,7.5,-,1,18833.70657,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
6.5,+,25,6.5,-,1,18834.63093,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
6.5,-,28,7.5,+,1,18777.22813,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
6.5,-,28,5.5,+,1,18885.64838,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
6.5,-,28,6.5,+,1,18884.84524,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
6.5,+,26,5.5,-,1,19045.38705,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
6.5,+,26,7.5,-,1,18951.08562,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
6.5,+,26,6.5,-,1,18952.01203,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
6.5,-,28,5.5,+,1,19002.86962,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
6.5,-,28,7.5,+,1,18894.43936,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
6.5,-,28,6.5,+,1,19002.06206,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
7.5,-,28,6.5,+,1,18938.53899,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
7.5,-,28,8.5,+,1,18829.87131,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
7.5,-,28,7.5,+,1,18830.91876,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
7.5,+,25,8.5,-,1,18766.34987,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
7.5,+,25,6.5,-,1,18889.09295,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
7.5,+,25,7.5,-,1,18888.17136,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
7.5,-,28,6.5,+,1,19059.81855,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
7.5,-,28,8.5,+,1,18951.14958,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
7.5,-,28,7.5,+,1,18952.20544,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
7.5,+,26,6.5,-,1,19010.31631,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
7.5,+,26,8.5,-,1,18887.56955,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
7.5,+,26,7.5,-,1,19009.39711,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
8.5,+,25,7.5,-,1,18949.08302,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
8.5,+,25,9.5,-,1,18826.09986,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
8.5,+,25,8.5,-,1,18827.26988,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
8.5,-,28,9.5,+,1,18755.53517,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
8.5,-,28,7.5,+,1,18892.55348,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
8.5,-,28,8.5,+,1,18891.50998,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
8.5,+,26,7.5,-,1,19074.57875,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
8.5,+,26,8.5,-,1,18952.7546,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
8.5,-,28,7.5,+,1,19018.17033,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
8.5,-,28,9.5,+,1,18881.14912,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
8.5,-,28,8.5,+,1,19017.1234,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
9.5,-,28,8.5,+,1,18959.64024,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
9.5,-,28,10.5,+,1,18822.37823,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
9.5,-,28,9.5,+,1,18823.66253,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
9.5,+,25,10.5,-,1,18744.77053,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
9.5,+,25,8.5,-,1,18896.00261,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
9.5,+,25,9.5,-,1,18894.83227,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
9.5,-,28,8.5,+,1,19089.71899,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
9.5,-,28,10.5,+,1,18952.45702,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
9.5,-,28,9.5,+,1,18953.74797,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
9.5,+,26,8.5,-,1,19026.38973,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
9.5,+,26,10.5,-,1,18875.15362,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
9.5,+,26,9.5,-,1,19025.22189,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
10.5,+,28,9.5,-,1,18970.34475,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
10.5,+,28,11.5,-,1,18818.76045,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
10.5,+,28,10.5,-,1,18820.15143,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
10.5,-,28,11.5,+,1,18734.27354,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
10.5,+,28,9.5,-,1,19105.12481,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
10.5,+,28,11.5,-,1,18953.6558,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
10.5,+,28,10.5,-,1,18955.06419,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
10.5,-,28,9.5,+,1,19034.95245,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
10.5,-,28,11.5,+,1,18869.57651,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
10.5,-,28,10.5,+,1,19033.66258,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
11.5,-,28,10.5,+,1,18981.39885,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
11.5,-,28,12.5,+,1,18815.78926,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
11.5,-,28,11.5,+,1,18817.31687,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
11.5,+,28,12.5,-,1,18724.23629,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
11.5,+,28,10.5,-,1,18903.67459,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
11.5,+,28,11.5,-,1,18902.27097,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
11.5,-,28,10.5,+,1,19120.79836,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
11.5,-,28,12.5,+,1,18955.19077,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
11.5,-,28,11.5,+,1,18956.71836,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
11.5,+,28,10.5,-,1,19043.83095,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
11.5,+,28,12.5,-,1,18864.39229,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
11.5,+,28,11.5,-,1,19042.43287,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
12.5,+,28,11.5,-,1,18992.06714,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
12.5,+,28,13.5,-,1,18812.38837,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
12.5,+,28,12.5,-,1,18814.03402,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
12.5,-,28,13.5,+,1,18713.86024,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
12.5,-,28,11.5,+,1,18907.33248,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
12.5,-,28,12.5,+,1,18905.7635,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
12.5,+,28,11.5,-,1,19136.70987,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
12.5,+,28,13.5,-,1,18957.03581,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
12.5,+,28,12.5,-,1,18958.67787,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
12.5,-,28,11.5,+,1,19053.00805,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
12.5,-,28,13.5,+,1,18859.57543,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
12.5,-,28,12.5,+,1,19051.47814,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
13.5,-,28,14.5,+,1,18809.21572,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
13.5,-,28,13.5,+,1,18810.98074,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
13.5,+,28,14.5,-,1,18703.7336,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
13.5,+,28,12.5,-,1,18911.06727,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
13.5,+,28,13.5,-,1,18909.42477,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
13.5,-,28,12.5,+,1,19152.83918,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
13.5,-,28,13.5,+,1,18960.93356,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
13.5,+,28,12.5,-,1,19062.44627,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
13.5,+,28,14.5,-,1,18855.10658,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
13.5,+,28,13.5,-,1,19060.80181,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
14.5,+,28,13.5,-,1,19013.79182,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
14.5,+,28,15.5,-,1,18806.21979,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
14.5,+,28,14.5,-,1,18808.09837,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
14.5,-,28,15.5,+,1,18693.81616,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
14.5,-,28,13.5,+,1,18914.96313,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
14.5,-,28,14.5,+,1,18913.20115,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
14.5,+,28,13.5,-,1,19169.16317,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
14.5,+,28,14.5,-,1,18963.46686,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
14.5,-,28,13.5,+,1,19072.13522,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
14.5,-,28,15.5,+,1,18850.98286,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
14.5,-,28,14.5,+,1,19070.37074,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
15.5,-,28,14.5,+,1,19024.77855,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
15.5,-,28,16.5,+,1,18803.39522,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
15.5,-,28,15.5,+,1,18805.38871,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
15.5,+,28,16.5,-,1,18684.11,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
15.5,+,28,14.5,-,1,18918.97682,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
15.5,+,28,15.5,-,1,18917.10001,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
15.5,-,28,14.5,+,1,19185.56733,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
15.5,-,28,15.5,+,1,18966.19145,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
15.5,+,28,14.5,-,1,19082.05148,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
15.5,+,28,16.5,-,1,18847.18378,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
15.5,+,28,15.5,-,1,19080.17442,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
16.5,+,28,15.5,-,1,19035.84141,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
16.5,+,28,17.5,-,1,18800.74498,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
16.5,+,28,16.5,-,1,18802.84913,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
16.5,-,28,17.5,+,1,18674.59426,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
16.5,-,28,15.5,+,1,18923.07835,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
16.5,-,28,16.5,+,1,18921.08071,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
16.5,+,28,15.5,-,1,19202.28652,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
16.5,+,28,16.5,-,1,18969.30069,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
16.5,-,28,15.5,+,1,19092.16769,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
16.5,-,28,17.5,+,1,18843.69704,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
16.5,-,28,16.5,+,1,19090.18222,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
17.5,-,28,16.5,+,1,19046.97661,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
17.5,-,28,18.5,+,1,18798.27385,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
17.5,-,28,17.5,+,1,18800.49163,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
17.5,+,28,18.5,-,1,18665.29727,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
17.5,+,28,17.5,-,1,18925.17702,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
17.5,-,28,16.5,+,1,19219.04263,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
17.5,-,28,17.5,+,1,18972.56781,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
17.5,+,28,16.5,-,1,19102.49278,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
17.5,+,28,18.5,-,1,18840.50665,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
17.5,+,28,17.5,-,1,19100.38529,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
18.5,+,28,17.5,-,1,19058.18109,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
18.5,+,28,19.5,-,1,18795.97163,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
18.5,+,28,18.5,-,1,18798.31085,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
18.5,-,28,18.5,+,1,18929.38265,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
18.5,+,28,17.5,-,1,19235.92077,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
18.5,+,28,18.5,-,1,18976.04715,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
18.5,-,28,17.5,+,1,19112.97797,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
18.5,-,28,19.5,+,1,18837.59391,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
18.5,-,28,18.5,+,1,19110.75747,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
19.5,-,28,18.5,+,1,19069.44753,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
19.5,-,28,20.5,+,1,18793.85105,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
19.5,-,28,19.5,+,1,18796.30238,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
19.5,+,28,19.5,-,1,18933.69211,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
19.5,-,28,19.5,+,1,18979.72995,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
19.5,+,28,18.5,-,1,19123.62078,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
19.5,+,28,20.5,-,1,18834.97907,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
19.5,+,28,19.5,-,1,19121.28534,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
20.5,+,28,19.5,-,1,19080.77305,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
20.5,+,28,21.5,-,1,18791.91316,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
20.5,+,28,20.5,-,1,18794.45982,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
20.5,-,28,20.5,+,1,18938.10631,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
20.5,+,28,20.5,-,1,18983.59885,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
20.5,-,28,19.5,+,1,19134.39333,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
20.5,-,28,21.5,+,1,18832.60821,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
20.5,-,28,20.5,+,1,19131.93475,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
21.5,-,28,20.5,+,1,19092.16769,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
21.5,-,28,22.5,+,1,18790.14762,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
21.5,+,28,21.5,-,1,18942.5999,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
21.5,-,28,21.5,+,1,18987.64358,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
21.5,+,28,20.5,-,1,19145.28823,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
21.5,+,28,22.5,-,1,18830.48671,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
21.5,+,28,21.5,-,1,19142.73114,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
22.5,+,28,21.5,-,1,19103.57057,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
22.5,+,28,23.5,-,1,18788.55634,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
22.5,+,28,22.5,-,1,18791.29341,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
22.5,-,28,22.5,+,1,18947.25176,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
22.5,+,28,22.5,-,1,18991.83718,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
22.5,-,28,21.5,+,1,19156.28602,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
22.5,-,28,23.5,+,1,18828.60962,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
22.5,-,28,22.5,+,1,19153.62835,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
23.5,-,28,22.5,+,1,19115.02441,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
23.5,-,28,24.5,+,1,18787.14428,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
23.5,+,28,23.5,-,1,18951.96032,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
23.5,-,28,23.5,+,1,18996.20169,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
23.5,+,28,22.5,-,1,19167.36761,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
23.5,+,28,24.5,-,1,18826.95801,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
23.5,+,28,23.5,-,1,19164.59726,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
24.5,+,28,23.5,-,1,19126.50209,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
24.5,+,28,25.5,-,1,18785.89077,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
24.5,+,28,24.5,-,1,19000.68918,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
24.5,-,28,23.5,+,1,19178.51905,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
24.5,-,28,25.5,+,1,18825.52791,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
25.5,-,28,24.5,+,1,19138.04738,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
25.5,-,28,26.5,+,1,18784.84836,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
25.5,-,28,25.5,+,1,19005.30201,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
25.5,+,28,24.5,-,1,19189.7221,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
25.5,+,28,26.5,-,1,18824.28379,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
26.5,+,28,25.5,-,1,19149.4564,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
26.5,+,28,27.5,-,1,18783.83322,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
26.5,+,28,26.5,-,1,19010.02236,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
26.5,-,28,25.5,+,1,19200.96233,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
27.5,-,28,26.5,+,1,19161.0192,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
27.5,-,28,28.5,+,1,18783.10404,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
27.5,-,28,27.5,+,1,19014.85259,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
27.5,+,28,26.5,-,1,19212.22265,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
28.5,+,28,27.5,-,1,19172.48752,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
28.5,+,28,29.5,-,1,18782.46557,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
28.5,+,28,28.5,-,1,19019.73437,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
28.5,-,28,27.5,+,1,19223.47853,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
29.5,-,28,28.5,+,1,19183.93014,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
29.5,+,28,28.5,-,1,19234.69447,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
30.5,+,28,29.5,-,1,19195.3124,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
0.5,-,25,0.5,+,2,18855.72484,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
1.5,-,26,2.5,+,2,18844.72234,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
1.5,-,26,0.5,+,2,18866.17101,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
1.5,-,26,1.5,+,2,18845.02465,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
1.5,+,28,1.5,-,2,18859.14317,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
1.5,-,26,1.5,+,2,18953.29782,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
1.5,+,29,1.5,-,2,18967.26717,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
2.5,+,28,3.5,-,2,18840.93256,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
2.5,+,28,1.5,-,2,18876.54089,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
